Player,Nation,Position,Squad,Competition,Age,Matches Played,Starts,Minutes Played,Goals,Assists,Shots,Shots on Target,Pass Completion %,Dribbles Completed,Tackles Won,Interceptions,Yellow Cards,Red Cards,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won %,Goals per 90,Assists per 90,Shots per 90,Shots on Target per 90,Dribbles Completed per 90,Tackles Won per 90,Interceptions per 90,Aerial Duels Won per 90
Christopher Lenz,de GER,DF,Eint Frankfurt,de Bundesliga,29-234,1,0,10.0,0.0,0.0,0.0,0.0,55.6,0.0,1.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
Johann Lepenant,fr FRA,MF,Lyon,fr Ligue 1,21-204,6,2,253.0,0.0,0.0,4.0,2.0,88.7,3.0,3.0,4.0,1,0,1.0,2,33.3,0.0,0.0,1.4229249011857708,0.7114624505928854,1.067193675889328,1.067193675889328,1.4229249011857708,0.3557312252964427
Jefferson Lerma,co COL,"MF,DF",Crystal Palace,eng Premier League,29-201,27,27,2385.0,1.0,1.0,34.0,9.0,81.3,11.0,24.0,36.0,8,0,68.0,33,67.3,0.03773584905660377,0.03773584905660377,1.2830188679245282,0.33962264150943394,0.41509433962264153,0.9056603773584905,1.3584905660377358,2.5660377358490565
Léo Leroy,fr FRA,MF,Montpellier,fr Ligue 1,24-089,20,3,454.0,0.0,1.0,7.0,1.0,69.7,5.0,7.0,6.0,4,0,8.0,9,47.1,0.0,0.19823788546255508,1.3876651982378854,0.19823788546255508,0.9911894273127754,1.3876651982378854,1.1894273127753305,1.5859030837004406
Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,35-266,31,28,2468.0,17.0,8.0,83.0,33.0,69.4,17.0,5.0,8.0,5,0,46.0,43,51.7,0.619935170178282,0.2917341977309562,3.026742301458671,1.2034035656401945,0.619935170178282,0.18233387358184763,0.2917341977309562,1.6774716369529983
Jamie Leweling,de GER,"FW,MF",Stuttgart,de Bundesliga,23-077,33,16,1467.0,4.0,4.0,43.0,22.0,78.0,26.0,10.0,5.0,3,0,4.0,13,23.5,0.24539877300613497,0.24539877300613497,2.638036809815951,1.3496932515337423,1.5950920245398774,0.6134969325153374,0.3067484662576687,0.24539877300613497
Rico Lewis,eng ENG,"DF,MF",Manchester City,eng Premier League,19-174,16,8,809.0,2.0,0.0,5.0,4.0,91.2,4.0,7.0,4.0,1,0,0.0,6,0.0,0.22249690976514214,0.0,0.5562422744128553,0.4449938195302843,0.4449938195302843,0.7787391841779975,0.4449938195302843,0.0
Keane Lewis-Potter,eng ENG,"FW,DF",Brentford,eng Premier League,23-081,30,15,1441.0,3.0,1.0,43.0,20.0,69.6,21.0,7.0,7.0,0,0,15.0,22,40.5,0.18736988202637056,0.062456627342123525,2.6856349757113116,1.2491325468424705,1.311589174184594,0.43719639139486466,0.43719639139486466,0.936849410131853
Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,27-307,15,14,1265.0,1.0,0.0,7.0,3.0,82.9,0.0,13.0,14.0,3,0,33.0,14,70.2,0.07114624505928854,0.0,0.4980237154150198,0.21343873517786563,0.0,0.924901185770751,0.9960474308300395,2.3478260869565215
Matthijs de Ligt,nl NED,DF,Bayern Munich,de Bundesliga,24-275,21,15,1300.0,2.0,0.0,13.0,6.0,94.0,2.0,12.0,19.0,5,0,41.0,26,61.2,0.13846153846153847,0.0,0.9,0.4153846153846154,0.13846153846153847,0.8307692307692308,1.3153846153846154,2.838461538461538
Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,29-301,19,14,1328.0,1.0,1.0,6.0,4.0,89.1,1.0,10.0,12.0,2,0,17.0,24,41.5,0.06777108433734941,0.06777108433734941,0.4066265060240964,0.27108433734939763,0.06777108433734941,0.677710843373494,0.8132530120481928,1.1521084337349397
Jesper Lindstrøm,dk DEN,"FW,MF",Napoli,it Serie A,24-074,21,2,425.0,0.0,0.0,14.0,2.0,82.7,11.0,3.0,2.0,2,0,1.0,4,20.0,0.0,0.0,2.9647058823529413,0.4235294117647058,2.3294117647058825,0.6352941176470589,0.4235294117647058,0.2117647058823529
Jesper Lindstrøm,dk DEN,FW,Eint Frankfurt,de Bundesliga,24-074,1,1,83.0,0.0,0.0,1.0,0.0,75.0,1.0,1.0,0.0,0,0,0.0,1,0.0,0.0,0.0,1.0843373493975905,0.0,1.0843373493975905,1.0843373493975905,0.0,0.0
Karol Linetty,pl POL,MF,Torino,it Serie A,29-101,26,17,1684.0,0.0,0.0,14.0,1.0,85.1,8.0,20.0,20.0,11,0,17.0,16,51.5,0.0,0.0,0.7482185273159145,0.053444180522565325,0.4275534441805226,1.0688836104513064,1.0688836104513064,0.9085510688836105
Samuel Lino,br BRA,"DF,MF",Atlético Madrid,es La Liga,24-142,31,22,1877.0,3.0,2.0,46.0,20.0,80.6,37.0,32.0,14.0,1,0,9.0,17,34.6,0.14384656366542353,0.09589770911028236,2.2056473095364946,0.9589770911028237,1.7741076185402238,1.5343633457645178,0.6712839637719765,0.43153969099627065
Luca Lipani,it ITA,MF,Sassuolo,it Serie A,18-361,7,4,302.0,0.0,0.0,2.0,1.0,78.4,1.0,4.0,4.0,0,0,5.0,7,41.7,0.0,0.0,0.5960264900662252,0.2980132450331126,0.2980132450331126,1.1920529801324504,1.1920529801324504,1.490066225165563
Pol Lirola,es ESP,DF,Frosinone,it Serie A,26-274,23,16,1362.0,2.0,1.0,8.0,3.0,76.7,5.0,14.0,18.0,1,0,13.0,18,41.9,0.13215859030837004,0.06607929515418502,0.5286343612334802,0.19823788546255508,0.3303964757709251,0.9251101321585903,1.1894273127753305,0.8590308370044053
Marcin Listkowski,pl POL,FW,Lecce,it Serie A,26-093,1,0,8.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,11.25,0.0,0.0,0.0,0.0,0.0
Valentino Livramento,eng ENG,DF,Newcastle Utd,eng Premier League,21-183,26,12,1314.0,1.0,0.0,4.0,2.0,85.9,17.0,13.0,25.0,1,0,12.0,8,60.0,0.0684931506849315,0.0,0.273972602739726,0.136986301369863,1.1643835616438356,0.8904109589041096,1.7123287671232876,0.821917808219178
Dejan Ljubicic,at AUT,"MF,FW",Köln,de Bundesliga,26-218,25,23,1958.0,0.0,2.0,33.0,8.0,79.3,15.0,27.0,18.0,6,0,8.0,10,44.4,0.0,0.09193054136874362,1.5168539325842696,0.3677221654749745,0.6894790602655771,1.2410623084780388,0.8273748723186926,0.3677221654749745
Javier Llabrés,es ESP,"MF,FW",Mallorca,es La Liga,21-245,15,0,178.0,1.0,0.0,7.0,3.0,67.1,4.0,0.0,1.0,1,0,2.0,3,40.0,0.5056179775280899,0.0,3.539325842696629,1.5168539325842696,2.0224719101123596,0.0,0.5056179775280899,1.0112359550561798
Diego Llorente,es ESP,DF,Roma,it Serie A,30-271,28,26,2080.0,1.0,1.0,8.0,4.0,91.4,3.0,19.0,20.0,5,0,41.0,45,47.7,0.04326923076923077,0.04326923076923077,0.34615384615384615,0.17307692307692307,0.12980769230769232,0.8221153846153847,0.8653846153846154,1.7740384615384615
Marcos Llorente,es ESP,"MF,DF",Atlético Madrid,es La Liga,29-104,34,26,2299.0,6.0,3.0,26.0,17.0,80.0,10.0,20.0,14.0,5,0,14.0,26,35.0,0.234884732492388,0.117442366246194,1.017833840800348,0.665506742061766,0.39147455415398,0.78294910830796,0.548064375815572,0.548064375815572
Gautier Lloris,fr FRA,DF,Le Havre,fr Ligue 1,28-300,30,30,2688.0,2.0,0.0,16.0,4.0,85.3,4.0,28.0,29.0,2,0,71.0,36,66.4,0.06696428571428571,0.0,0.5357142857142857,0.13392857142857142,0.13392857142857142,0.9375,0.9709821428571428,2.377232142857143
Abou Lô,sn SEN,"MF,DF",Metz,fr Ligue 1,24-132,6,2,197.0,0.0,0.0,1.0,0.0,89.0,2.0,1.0,4.0,0,1,2.0,2,50.0,0.0,0.0,0.45685279187817257,0.0,0.9137055837563451,0.45685279187817257,1.8274111675126903,0.9137055837563451
Giovani Lo Celso,ar ARG,MF,Tottenham,eng Premier League,28-034,21,4,500.0,2.0,2.0,13.0,6.0,89.5,8.0,12.0,5.0,2,0,1.0,5,16.7,0.36,0.36,2.34,1.08,1.44,2.16,0.9,0.18
Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,29-170,36,36,3102.0,0.0,1.0,13.0,4.0,91.4,15.0,37.0,27.0,4,0,9.0,22,29.0,0.0,0.029013539651837523,0.37717601547388785,0.11605415860735009,0.4352030947775629,1.0735009671179885,0.7833655705996132,0.2611218568665377
Manuel Locatelli,it ITA,MF,Juventus,it Serie A,26-126,35,33,2918.0,1.0,4.0,22.0,3.0,85.6,12.0,41.0,25.0,6,0,26.0,15,63.4,0.030843043180260453,0.12337217272104181,0.67854694996573,0.09252912954078135,0.3701165181631254,1.2645647703906786,0.7710760795065112,0.8019191226867718
Bradley Locko,fr FRA,DF,Brest,fr Ligue 1,22-007,33,33,2959.0,0.0,3.0,12.0,2.0,83.4,56.0,55.0,40.0,5,0,30.0,25,54.5,0.0,0.09124704291990537,0.3649881716796215,0.06083136194660358,1.7032781345049002,1.6728624535315986,1.2166272389320716,0.9124704291990537
Tom Lockyer,wls WAL,DF,Luton Town,eng Premier League,29-162,14,14,1169.0,1.0,1.0,7.0,1.0,71.3,4.0,16.0,23.0,4,0,31.0,16,66.0,0.07698887938408897,0.07698887938408897,0.5389221556886228,0.07698887938408897,0.30795551753635586,1.2318220701454234,1.7707442258340462,2.3866552609067577
Renan Lodi,br BRA,DF,Marseille,fr Ligue 1,26-035,14,14,1235.0,0.0,0.0,6.0,2.0,77.4,2.0,16.0,16.0,6,0,7.0,11,38.9,0.0,0.0,0.43724696356275305,0.145748987854251,0.145748987854251,1.165991902834008,1.165991902834008,0.5101214574898786
Ruben Loftus-Cheek,eng ENG,MF,Milan,it Serie A,28-111,29,26,2068.0,6.0,1.0,40.0,14.0,84.4,30.0,18.0,9.0,5,0,43.0,31,58.1,0.2611218568665377,0.043520309477756286,1.7408123791102517,0.6092843326885881,1.3056092843326885,0.7833655705996132,0.3916827852998066,1.8713733075435202
Andy Logbo,fr FRA,FW,Le Havre,fr Ligue 1,20-007,10,2,248.0,0.0,0.0,4.0,0.0,77.5,4.0,0.0,0.0,0,0,4.0,9,30.8,0.0,0.0,1.4516129032258065,0.0,1.4516129032258065,0.0,0.0,1.4516129032258065
Enzo Loiodice,fr FRA,MF,Las Palmas,es La Liga,23-168,31,17,1628.0,0.0,0.0,15.0,6.0,82.9,27.0,30.0,11.0,2,0,27.0,24,52.9,0.0,0.0,0.8292383292383292,0.3316953316953317,1.4926289926289924,1.6584766584766584,0.6081081081081081,1.4926289926289924
Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,26-196,33,28,2581.0,6.0,2.0,39.0,14.0,79.9,8.0,29.0,15.0,7,0,17.0,22,43.6,0.20922123208058893,0.06974041069352964,1.359938008523828,0.48818287485470746,0.27896164277411856,1.0112359550561798,0.5230530802014723,0.592793490895002
Ademola Lookman,ng NGA,"FW,MF",Atalanta,it Serie A,26-206,29,20,1749.0,9.0,6.0,62.0,22.0,76.5,35.0,13.0,9.0,4,0,17.0,21,44.7,0.4631217838765009,0.30874785591766724,3.1903945111492282,1.1320754716981132,1.8010291595197254,0.6689536878216124,0.4631217838765009,0.8747855917667238
Noah Loosli,ch SUI,DF,Bochum,de Bundesliga,27-111,10,2,346.0,0.0,0.0,0.0,0.0,63.8,1.0,7.0,7.0,1,0,5.0,7,41.7,0.0,0.0,0.0,0.0,0.26011560693641617,1.8208092485549132,1.8208092485549132,1.300578034682081
Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,33-225,30,30,2700.0,0.0,0.0,0.0,0.0,74.1,0.0,0.0,0.0,0,0,5.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666669
David López,es ESP,DF,Girona,es La Liga,34-217,22,22,1736.0,3.0,0.0,12.0,5.0,92.2,5.0,20.0,18.0,3,0,29.0,34,46.0,0.1555299539170507,0.0,0.6221198156682028,0.25921658986175117,0.25921658986175117,1.0368663594470047,0.9331797235023042,1.5034562211981568
Diego López,es ESP,"MF,FW",Valencia,es La Liga,22-000,33,27,2414.0,3.0,6.0,35.0,13.0,63.9,26.0,20.0,18.0,2,0,38.0,52,42.2,0.11184755592377797,0.22369511184755594,1.3048881524440763,0.48467274233637114,0.9693454846727423,0.7456503728251864,0.6710853355426678,1.4167357083678542
Fermin López,es ESP,"MF,FW",Barcelona,es La Liga,21-002,27,11,1200.0,5.0,0.0,42.0,18.0,81.9,19.0,19.0,2.0,2,0,7.0,20,25.9,0.375,0.0,3.1500000000000004,1.3499999999999999,1.425,1.425,0.15000000000000002,0.525
Javi López,es ESP,DF,Alavés,es La Liga,22-133,30,23,2220.0,1.0,3.0,17.0,3.0,68.6,38.0,12.0,10.0,3,0,28.0,22,56.0,0.04054054054054054,0.12162162162162163,0.6891891891891891,0.12162162162162163,1.5405405405405403,0.4864864864864865,0.40540540540540543,1.135135135135135
Maxime Lopez,fr FRA,MF,Fiorentina,it Serie A,26-161,17,6,706.0,0.0,0.0,4.0,2.0,88.4,2.0,9.0,2.0,1,0,2.0,3,40.0,0.0,0.0,0.509915014164306,0.254957507082153,0.254957507082153,1.1473087818696883,0.254957507082153,0.254957507082153
Maxime Lopez,fr FRA,MF,Sassuolo,it Serie A,26-161,2,2,140.0,0.0,0.0,0.0,0.0,91.2,0.0,1.0,2.0,0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6428571428571428,1.2857142857142856,0.0
Pau López,es ESP,GK,Marseille,fr Ligue 1,29-152,31,31,2759.0,0.0,0.0,0.0,0.0,76.9,0.0,0.0,0.0,1,0,3.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09786154403769481
Unai López,es ESP,MF,Rayo Vallecano,es La Liga,28-196,32,26,1974.0,1.0,2.0,28.0,5.0,81.3,22.0,24.0,16.0,7,0,15.0,17,46.9,0.04559270516717326,0.09118541033434652,1.2765957446808511,0.22796352583586627,1.0030395136778114,1.094224924012158,0.7294832826747721,0.6838905775075989
Dion Lopy,sn SEN,MF,Almería,es La Liga,22-101,30,23,1916.0,0.0,0.0,23.0,8.0,84.5,29.0,37.0,15.0,5,0,31.0,12,72.1,0.0,0.0,1.0803757828810021,0.3757828810020876,1.3622129436325678,1.7379958246346554,0.7045929018789144,1.4561586638830897
Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,38-064,30,30,2500.0,1.0,2.0,27.0,6.0,71.8,10.0,36.0,25.0,10,0,80.0,52,60.6,0.036000000000000004,0.07200000000000001,0.9720000000000001,0.21599999999999997,0.36,1.296,0.9,2.88
Jordan Lotomba,ch SUI,DF,Nice,fr Ligue 1,25-227,26,20,1721.0,0.0,0.0,10.0,1.0,84.3,18.0,26.0,14.0,4,0,21.0,15,58.3,0.0,0.0,0.5229517722254503,0.05229517722254503,0.9413131900058106,1.3596746077861708,0.7321324811156305,1.0981987216734457
Tom Louchet,fr FRA,"MF,FW",Nice,fr Ligue 1,21-009,12,2,319.0,1.0,0.0,2.0,1.0,76.3,1.0,3.0,1.0,1,0,2.0,7,22.2,0.28213166144200624,0.0,0.5642633228840125,0.28213166144200624,0.28213166144200624,0.8463949843260189,0.28213166144200624,0.5642633228840125
Imran Louza,ma MAR,MF,Lorient,fr Ligue 1,25-012,13,10,829.0,1.0,3.0,20.0,5.0,80.9,10.0,5.0,9.0,1,0,9.0,7,56.3,0.10856453558504221,0.32569360675512665,2.1712907117008444,0.5428226779252111,1.0856453558504222,0.5428226779252111,0.97708082026538,0.97708082026538
Matteo Lovato,it ITA,DF,Torino,it Serie A,24-089,11,6,514.0,0.0,0.0,1.0,0.0,89.4,0.0,7.0,13.0,2,0,11.0,8,57.9,0.0,0.0,0.17509727626459143,0.0,0.0,1.2256809338521402,2.2762645914396886,1.9260700389105059
Matteo Lovato,it ITA,DF,Salernitana,it Serie A,24-089,13,11,947.0,0.0,0.0,1.0,0.0,80.8,0.0,14.0,18.0,2,0,15.0,18,45.5,0.0,0.0,0.09503695881731784,0.0,0.0,1.3305174234424497,1.7106652587117213,1.4255543822597676
Dejan Lovren,hr CRO,DF,Lyon,fr Ligue 1,34-313,10,8,718.0,0.0,0.0,6.0,4.0,84.3,0.0,7.0,12.0,2,1,24.0,10,70.6,0.0,0.0,0.7520891364902508,0.5013927576601671,0.0,0.8774373259052926,1.5041782729805016,3.008356545961003
Sandi Lovrić,si SVN,MF,Udinese,it Serie A,26-046,29,21,1987.0,1.0,3.0,43.0,12.0,75.6,17.0,12.0,21.0,1,1,8.0,18,30.8,0.04529441368897836,0.13588324106693508,1.9476597886260694,0.5435329642677403,0.7700050327126321,0.5435329642677403,0.9511826874685456,0.3623553095118269
Max Lowe,eng ENG,"DF,MF",Sheffield Utd,eng Premier League,27-002,9,3,435.0,0.0,0.0,2.0,0.0,65.8,1.0,10.0,5.0,1,0,4.0,9,30.8,0.0,0.0,0.41379310344827586,0.0,0.20689655172413793,2.0689655172413794,1.0344827586206897,0.8275862068965517
Anthony Lozano,hn HON,"MF,FW",Getafe,es La Liga,31-018,6,0,92.0,0.0,0.0,4.0,0.0,62.5,1.0,0.0,0.0,1,0,7.0,7,50.0,0.0,0.0,3.9130434782608696,0.0,0.9782608695652174,0.0,0.0,6.847826086956522
Anthony Lozano,hn HON,FW,Almería,es La Liga,31-018,11,9,688.0,3.0,0.0,20.0,7.0,69.7,4.0,4.0,1.0,1,0,19.0,38,33.3,0.39244186046511625,0.0,2.6162790697674416,0.9156976744186047,0.5232558139534884,0.5232558139534884,0.1308139534883721,2.48546511627907
Lucas,br BRA,DF,Cádiz,es La Liga,23-050,27,14,1449.0,1.0,0.0,10.0,4.0,72.9,15.0,27.0,17.0,6,0,11.0,23,32.4,0.062111801242236024,0.0,0.6211180124223602,0.2484472049689441,0.9316770186335404,1.6770186335403727,1.0559006211180124,0.6832298136645963
Lorenzo Lucca,it ITA,FW,Udinese,it Serie A,23-246,34,27,2346.0,7.0,3.0,58.0,24.0,59.5,9.0,10.0,3.0,6,0,87.0,79,52.4,0.26854219948849106,0.11508951406649617,2.2250639386189257,0.9207161125319694,0.3452685421994885,0.3836317135549872,0.11508951406649617,3.337595907928389
Jhon Lucumí,co COL,DF,Bologna,it Serie A,25-322,27,21,2037.0,0.0,0.0,9.0,2.0,93.2,6.0,29.0,13.0,1,0,25.0,25,50.0,0.0,0.0,0.39764359351988215,0.08836524300441825,0.2650957290132548,1.2812960235640647,0.5743740795287187,1.1045655375552283
José Luis Gayà,es ESP,DF,Valencia,es La Liga,28-354,22,22,1749.0,1.0,2.0,10.0,1.0,75.7,8.0,36.0,10.0,2,0,11.0,9,55.0,0.051457975986277875,0.10291595197255575,0.5145797598627787,0.051457975986277875,0.411663807890223,1.8524871355060035,0.5145797598627787,0.5660377358490566
José Luis Morales,es ESP,"FW,MF",Villarreal,es La Liga,36-295,27,8,964.0,6.0,0.0,21.0,10.0,71.3,8.0,3.0,6.0,0,0,2.0,12,14.3,0.5601659751037344,0.0,1.9605809128630705,0.9336099585062241,0.7468879668049793,0.2800829875518672,0.5601659751037344,0.18672199170124482
José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,34-129,4,0,27.0,0.0,0.0,0.0,0.0,78.1,0.0,1.0,1.0,0,0,3.0,0,100.0,0.0,0.0,0.0,0.0,0.0,3.333333333333333,3.333333333333333,10.0
Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,26-004,33,33,2824.0,9.0,5.0,43.0,13.0,85.7,23.0,38.0,22.0,11,0,24.0,18,57.1,0.2868271954674221,0.15934844192634562,1.3703966005665722,0.41430594900849854,0.7330028328611898,1.2110481586402266,0.7011331444759207,0.764872521246459
Romelu Lukaku,be BEL,FW,Roma,it Serie A,31-000,31,29,2552.0,12.0,3.0,61.0,24.0,70.4,11.0,4.0,0.0,4,1,50.0,53,48.5,0.42319749216300945,0.10579937304075236,2.1512539184952977,0.8463949843260189,0.3879310344827586,0.14106583072100312,0.0,1.7633228840125392
Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,21-148,31,23,2101.0,1.0,0.0,6.0,3.0,91.7,16.0,11.0,12.0,3,0,29.0,25,53.7,0.042836744407425034,0.0,0.25702046644455023,0.12851023322227512,0.6853879105188005,0.47120418848167545,0.5140409328891005,1.2422655878153261
Dodi Lukebakio,be BEL,FW,Sevilla,es La Liga,26-232,20,9,918.0,5.0,1.0,33.0,14.0,75.2,27.0,2.0,2.0,0,0,11.0,11,50.0,0.4901960784313726,0.09803921568627452,3.2352941176470584,1.3725490196078431,2.6470588235294117,0.19607843137254904,0.19607843137254904,1.0784313725490196
Saša Lukić,rs SRB,MF,Fulham,eng Premier League,27-274,24,13,1122.0,1.0,0.0,13.0,3.0,86.3,5.0,19.0,16.0,3,0,11.0,8,57.9,0.08021390374331551,0.0,1.0427807486631016,0.24064171122994651,0.40106951871657753,1.5240641711229945,1.2834224598930482,0.8823529411764706
Karlo Lulić,hr CRO,MF,Frosinone,it Serie A,28-003,1,0,19.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,1.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7368421052631575,0.0
Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,25-092,20,20,1800.0,0.0,0.0,0.0,0.0,86.8,0.0,0.0,0.0,2,0,8.0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Sebastiano Luperto,it ITA,DF,Empoli,it Serie A,27-250,36,36,3226.0,1.0,1.0,19.0,3.0,81.8,7.0,25.0,29.0,4,0,70.0,55,56.0,0.02789832610043397,0.02789832610043397,0.5300681959082455,0.08369497830130192,0.1952882827030378,0.6974581525108493,0.8090514569125852,1.952882827030378
Mateus Lusuardi,br BRA,DF,Frosinone,it Serie A,20-126,4,3,219.0,0.0,0.0,1.0,0.0,87.0,1.0,1.0,4.0,1,0,3.0,1,75.0,0.0,0.0,0.410958904109589,0.0,0.410958904109589,0.410958904109589,1.643835616438356,1.2328767123287672
Andreas Luthe,de GER,GK,Bochum,de Bundesliga,37-064,1,1,90.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zito Luvumbo,ao ANG,"FW,MF",Cagliari,it Serie A,22-065,28,18,1824.0,4.0,5.0,48.0,14.0,63.6,30.0,4.0,1.0,5,0,4.0,25,13.8,0.19736842105263158,0.24671052631578946,2.3684210526315788,0.6907894736842105,1.4802631578947367,0.19736842105263158,0.049342105263157895,0.19736842105263158
Charalambos Lykogiannis,gr GRE,DF,Bologna,it Serie A,30-204,21,9,814.0,2.0,1.0,13.0,4.0,74.8,2.0,5.0,5.0,2,0,12.0,11,52.2,0.22113022113022113,0.11056511056511056,1.4373464373464373,0.44226044226044225,0.22113022113022113,0.5528255528255528,0.5528255528255528,1.3267813267813269
Senne Lynen,be BEL,MF,Werder Bremen,de Bundesliga,25-084,31,19,1752.0,0.0,3.0,12.0,2.0,82.8,8.0,38.0,41.0,5,0,11.0,25,30.6,0.0,0.1541095890410959,0.6164383561643836,0.10273972602739725,0.410958904109589,1.9520547945205478,2.106164383561644,0.5650684931506849
Joshua M'Bahia,ci CIV,DF,Clermont Foot,fr Ligue 1,19-024,1,0,14.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Othmane Maamma,fr FRA,FW,Montpellier,fr Ligue 1,18-220,1,0,30.0,0.0,0.0,2.0,0.0,61.5,5.0,1.0,0.0,0,0,0.0,1,0.0,0.0,0.0,6.0,0.0,15.0,3.0,0.0,0.0
Ian Maatsen,nl NED,"FW,MF",Chelsea,eng Premier League,22-064,12,1,209.0,0.0,0.0,5.0,0.0,70.3,0.0,2.0,3.0,1,0,3.0,5,37.5,0.0,0.0,2.15311004784689,0.0,0.0,0.8612440191387559,1.291866028708134,1.291866028708134
Ian Maatsen,nl NED,DF,Dortmund,de Bundesliga,22-064,15,14,1174.0,1.0,2.0,10.0,3.0,86.8,11.0,20.0,13.0,5,0,2.0,9,18.2,0.07666098807495741,0.15332197614991483,0.766609880749574,0.22998296422487222,0.8432708688245315,1.533219761499148,0.9965928449744463,0.15332197614991483
Alexis Mac Allister,ar ARG,MF,Liverpool,eng Premier League,25-141,31,29,2440.0,4.0,5.0,39.0,7.0,86.6,18.0,51.0,34.0,7,1,28.0,27,50.9,0.14754098360655737,0.18442622950819673,1.4385245901639343,0.2581967213114754,0.6639344262295083,1.8811475409836065,1.2540983606557377,1.0327868852459017
Deiver Machado,co COL,DF,Lens,fr Ligue 1,30-254,18,12,1034.0,3.0,0.0,14.0,7.0,77.7,6.0,15.0,6.0,4,0,11.0,10,52.4,0.2611218568665377,0.0,1.2185686653771761,0.6092843326885881,0.5222437137330754,1.3056092843326885,0.5222437137330754,0.9574468085106382
Darwin Machís,ve VEN,MF,Cádiz,es La Liga,31-096,21,10,785.0,4.0,0.0,20.0,9.0,61.0,6.0,14.0,4.0,0,1,3.0,10,23.1,0.45859872611464964,0.0,2.2929936305732483,1.0318471337579618,0.6878980891719745,1.6050955414012738,0.45859872611464964,0.34394904458598724
James Maddison,eng ENG,MF,Tottenham,eng Premier League,27-172,26,24,1959.0,4.0,8.0,56.0,22.0,79.9,31.0,17.0,11.0,5,0,3.0,6,33.3,0.18376722817764166,0.3675344563552833,2.572741194486983,1.010719754977029,1.4241960183767228,0.781010719754977,0.5053598774885145,0.13782542113323124
Noni Madueke,eng ENG,FW,Chelsea,eng Premier League,22-064,21,11,922.0,5.0,2.0,29.0,11.0,84.1,34.0,9.0,4.0,2,0,6.0,10,37.5,0.4880694143167028,0.19522776572668113,2.8308026030368767,1.0737527114967462,3.318872017353579,0.8785249457700651,0.39045553145336226,0.5856832971800434
Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,26-306,21,17,1433.0,0.0,2.0,9.0,3.0,61.8,15.0,22.0,10.0,3,1,31.0,25,55.4,0.0,0.1256106071179344,0.5652477320307049,0.1884159106769016,0.942079553384508,1.3817166782972783,0.628053035589672,1.946964410327983
Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,26-146,35,33,2986.0,4.0,0.0,30.0,10.0,88.8,2.0,27.0,30.0,4,0,77.0,62,55.4,0.12056262558606831,0.0,0.9042196918955124,0.3014065639651708,0.060281312793034156,0.8137977227059612,0.9042196918955124,2.320830542531815
Soungoutou Magassa,fr FRA,DF,Monaco,fr Ligue 1,20-218,20,14,1256.0,0.0,0.0,8.0,2.0,86.3,8.0,25.0,21.0,6,0,22.0,16,57.9,0.0,0.0,0.5732484076433121,0.14331210191082802,0.5732484076433121,1.7914012738853502,1.5047770700636942,1.5764331210191083
Giulio Maggiore,it ITA,MF,Salernitana,it Serie A,26-062,25,19,1674.0,3.0,2.0,21.0,9.0,77.1,6.0,28.0,23.0,9,1,22.0,41,34.9,0.16129032258064516,0.1075268817204301,1.1290322580645162,0.4838709677419355,0.3225806451612903,1.5053763440860215,1.2365591397849462,1.1827956989247312
Matej Maglica,hr CRO,DF,Darmstadt 98,de Bundesliga,25-231,25,20,1608.0,1.0,0.0,10.0,2.0,75.9,1.0,21.0,21.0,7,2,50.0,24,67.6,0.055970149253731345,0.0,0.5597014925373135,0.11194029850746269,0.055970149253731345,1.1753731343283582,1.1753731343283582,2.798507462686567
